0 1699586937 s1 r1 21621038 0
1 1699586938 s1 r1 909 0
2 1699586939 s1 r1 6951 0
3 1699586940 s1 r1 38124 0
4 1699586941 s1 r1 0770719936 0
5 1699586942 s1 r1 7901733 0
6 1699586943 s1 r1 4 0
7 1699586944 s1 r1 172000198 0
8 1699586945 s1 r1 868 0
9 1699586946 s1 r1 551634987 0
10 1699586947 s1 r1 2477693 0
11 1699586948 s1 r1 9335917090 0
12 1699586949 s1 r1 659693 0
13 1699586950 s1 r1 34 0
14 1699586951 s1 r1 038 0
15 1699586952 s1 r1 724352 0
16 1699586953 s1 r1 4104 0
17 1699586954 s1 r1 103286 0
18 1699586955 s1 r1 89 0
19 1699586956 s1 r1 5851102983 0
4 1699586941 s1 r1 0770719936 0 0
4 1699586941 s1 r1 0770719936 0 0
5 1699586942 s1 r1 7901733 0 0
7 1699586944 s1 r1 172000198 0 0
7 1699586944 s1 r1 172000198 0 0
3 1699586940 s1 r1 38124 0 0
7 1699586944 s1 r1 172000198 0 0
6 1699586943 s1 r1 4 0 0
8 1699586945 s1 r1 868 0 0
2 1699586939 s1 r1 6951 0 0
7 1699586944 s1 r1 172000198 0 0
8 1699586945 s1 r1 868 0 0
9 1699586946 s1 r1 551634987 0 0
15 1699586952 s1 r1 724352 0 0
13 1699586950 s1 r1 34 0 0
18 1699586955 s1 r1 89 0 0
12 1699586949 s1 r1 659693 0 0
14 1699586951 s1 r1 038 0 0
12 1699586949 s1 r1 659693 0 0
15 1699586952 s1 r1 724352 0 0
1 1699586938 s1 r1 909 0 0
19 1699586956 s1 r1 5851102983 0 0
19 1699586956 s1 r1 5851102983 0 0
17 1699586954 s1 r1 103286 0 0
16 1699586953 s1 r1 4104 0 0
12 1699586949 s1 r1 659693 0 0
19 1699586956 s1 r1 5851102983 0 0
0 1699588462 s1 r1 79727266 0
1 1699588463 s1 r1 483004 0
2 1699588464 s1 r1 1 0
3 1699588465 s1 r1 86293116 0
4 1699588466 s1 r1 5 0
5 1699588467 s1 r1 244865 0
6 1699588468 s1 r1 9379603653 0
7 1699588469 s1 r1 62379 0
8 1699588470 s1 r1 349 0
9 1699588471 s1 r1 035626 0
10 1699588472 s1 r1 728428 0
11 1699588473 s1 r1 4145533520 0
12 1699588474 s1 r1 1 0
13 1699588475 s1 r1 8 0
14 1699588476 s1 r1 5822195576 0
15 1699588477 s1 r1 2053 0
16 1699588478 s1 r1 99 0
17 1699588479 s1 r1 68 0
18 1699588480 s1 r1 37307016 0
19 1699588481 s1 r1 066172 0
1 1699586938 s1 r1 909 0 201695392
2 1699586939 s1 r1 6951 0 201695392
1 1699586938 s1 r1 909 0 0
2 1699586939 s1 r1 6951 0 0
2 1699586939 s1 r1 6951 0 0
1 1699586938 s1 r1 909 0 0
0 1699586937 s1 r1 21621038 0 0
12 1699586949 s1 r1 659693 0 0
10 1699586947 s1 r1 2477693 0 0
1 1699586938 s1 r1 909 0 0
0 1699588641 s1 r1 09905791 0
1 1699588642 s1 r1 785852321 0
2 1699588643 s1 r1 471984 0
3 1699588644 s1 r1 16478611 0
4 1699588645 s1 r1 8808 0
5 1699588646 s1 r1 57 0
6 1699588647 s1 r1 2627453 0
7 1699588648 s1 r1 95 0
8 1699588649 s1 r1 641679 0
9 1699588650 s1 r1 33 0
10 1699588651 s1 r1 02320692 0
11 1699588652 s1 r1 7463083325 0
12 1699588653 s1 r1 43213 0
13 1699588654 s1 r1 1 0
14 1699588655 s1 r1 814 0
15 1699588656 s1 r1 5 0
16 1699588657 s1 r1 2 0
17 1699588658 s1 r1 9890230324 0
18 1699588659 s1 r1 6758 0
19 1699588660 s1 r1 391 0
1 1699586938 s1 r1 909 0 66396320
2 1699586939 s1 r1 6951 0 66396320
2 1699586939 s1 r1 6951 0 0
4 1699586941 s1 r1 0770719936 0 0
7 1699586944 s1 r1 172000198 0 0
4 1699586941 s1 r1 0770719936 0 0
6 1699586943 s1 r1 4 0 0
4 1699586941 s1 r1 0770719936 0 0
9 1699586946 s1 r1 551634987 0 0
3 1699586940 s1 r1 38124 0 0
5 1699586942 s1 r1 7901733 0 0
6 1699586943 s1 r1 4 0 0
0 1699586937 s1 r1 21621038 0 0
12 1699586949 s1 r1 659693 0 0
3 1699586940 s1 r1 38124 0 0
4 1699586941 s1 r1 0770719936 0 0
0 1699588819 s1 r1 63807058 0
1 1699588820 s1 r1 321805 0
2 1699588821 s1 r1 0176073740 0
3 1699588822 s1 r1 7037397809 0
4 1699588823 s1 r1 499 0
5 1699588824 s1 r1 182663 0
6 1699588825 s1 r1 878498 0
7 1699588826 s1 r1 5645906987 0
8 1699588827 s1 r1 280322 0
9 1699588828 s1 r1 9 0
10 1699588829 s1 r1 66925989 0
11 1699588830 s1 r1 3553 0
12 1699588831 s1 r1 041183 0
13 1699588832 s1 r1 7372850 0
14 1699588833 s1 r1 4200174741 0
15 1699588834 s1 r1 11681 0
16 1699588835 s1 r1 832 0
17 1699588836 s1 r1 5287466797 0
18 1699588837 s1 r1 21187808 0
19 1699588838 s1 r1 907673 0
1 1699586938 s1 r1 909 0 106959008
2 1699586939 s1 r1 6951 0 106959008
4 1699586941 s1 r1 0770719936 0 0
1 1699586938 s1 r1 909 0 0
1 1699586938 s1 r1 909 0 0
7 1699586944 s1 r1 172000198 0 0
5 1699586942 s1 r1 7901733 0 0
0 1699586937 s1 r1 21621038 0 0
2 1699586939 s1 r1 6951 0 0
1 1699586938 s1 r1 909 0 0
5 1699586942 s1 r1 7901733 0 0
0 1699586937 s1 r1 21621038 0 0
16 1699586953 s1 r1 4104 0 0
1 1699586938 s1 r1 909 0 0
0 1699586937 s1 r1 21621038 0 0
6 1699586943 s1 r1 4 0 0
6 1699586943 s1 r1 4 0 0
1 1699586938 s1 r1 909 0 0
6 1699586943 s1 r1 4 0 0
18 1699586955 s1 r1 89 0 0
15 1699586952 s1 r1 724352 0 0
0 1699589155 s1 r1 89804470 0
1 1699589156 s1 r1 58187611 0
2 1699589157 s1 r1 2779 0
3 1699589158 s1 r1 96370390 0
4 1699589159 s1 r1 659 0
5 1699589160 s1 r1 342637 0
6 1699589161 s1 r1 03846910 0
7 1699589162 s1 r1 75456451 0
8 1699589163 s1 r1 4403 0
9 1699589164 s1 r1 1334983027 0
10 1699589165 s1 r1 829220 0
11 1699589166 s1 r1 51532249 0
12 1699589167 s1 r1 20 0
13 1699589168 s1 r1 99 0
14 1699589169 s1 r1 61008 0
15 1699589170 s1 r1 30 0
16 1699589171 s1 r1 0929154 0
17 1699589172 s1 r1 78 0
18 1699589173 s1 r1 471842 0
19 1699589174 s1 r1 167 0
1 1699586938 s1 r1 909 0 139956384
2 1699586939 s1 r1 6951 0 139956384
4 1699586941 s1 r1 0770719936 0 0
3 1699586940 s1 r1 38124 0 0
7 1699586944 s1 r1 172000198 0 0
0 1699586937 s1 r1 21621038 0 0
9 1699586946 s1 r1 551634987 0 0
8 1699586945 s1 r1 868 0 0
12 1699586949 s1 r1 659693 0 0
19 1699586956 s1 r1 5851102983 0 0
0 1699589237 s1 r1 27076274 0
1 1699589238 s1 r1 99 0
0 1699589244 s1 r1 13628952 0
1 1699589245 s1 r1 85238 0
2 1699589246 s1 r1 54511 0
3 1699589247 s1 r1 2312187 0
4 1699589248 s1 r1 927 0
5 1699589249 s1 r1 6 0
6 1699589250 s1 r1 30 0
7 1699589251 s1 r1 0920796 0
8 1699589252 s1 r1 7888 0
9 1699589253 s1 r1 4 0
10 1699589254 s1 r1 1 0
11 1699589255 s1 r1 8838602411 0
12 1699589256 s1 r1 5 0
13 1699589257 s1 r1 26549403 0
14 1699589258 s1 r1 9 0
15 1699589259 s1 r1 644321 0
16 1699589260 s1 r1 360423235 0
17 1699589261 s1 r1 05 0
18 1699589262 s1 r1 7493570 0
19 1699589263 s1 r1 435182 0
1 1699586938 s1 r1 909 0 36065440
2 1699586939 s1 r1 6951 0 36065440
4 1699586941 s1 r1 0770719936 0 0
0 1699589299 s1 r1 62405846 0
1 1699589300 s1 r1 3108 0
2 1699589301 s1 r1 006982252 0
3 1699589302 s1 r1 79271 0
4 1699589303 s1 r1 48581 0
5 1699589304 s1 r1 1716414 0
6 1699589305 s1 r1 867443 0
7 1699589306 s1 r1 583575276 0
8 1699589307 s1 r1 27637 0
9 1699589308 s1 r1 96240906 0
10 1699589309 s1 r1 658204474 0
11 1699589310 s1 r1 3 0
12 1699589311 s1 r1 03713 0
13 1699589312 s1 r1 723260679 0
14 1699589313 s1 r1 4190 0
15 1699589314 s1 r1 1351974687 0
16 1699589315 s1 r1 8289291 0
17 1699589316 s1 r1 51472155 0
18 1699589317 s1 r1 20085396 0
19 1699589318 s1 r1 9966 0
1 1699586938 s1 r1 909 0 245665952
2 1699586939 s1 r1 6951 0 245665952
5 1699586942 s1 r1 7901733 0 0
3 1699586940 s1 r1 38124 0 0
4 1699586941 s1 r1 0770719936 0 0
0 1699586937 s1 r1 21621038 0 0
7 1699586944 s1 r1 172000198 0 0
0 1699589367 s1 r1 21473658 0
1 1699589368 s1 r1 900561 0
2 1699589369 s1 r1 6936633748 0
3 1699589370 s1 r1 3894957800 0
4 1699589371 s1 r1 075 0
5 1699589372 s1 r1 761329 0
6 1699589373 s1 r1 454424 0
7 1699589374 s1 r1 1702563915 0
8 1699589375 s1 r1 866388 0
9 1699589376 s1 r1 55218018 0
10 1699589377 s1 r1 2 0
11 1699589378 s1 r1 93101 0
12 1699589379 s1 r1 62784968 0
13 1699589380 s1 r1 313941 0
14 1699589381 s1 r1 0 0
15 1699589382 s1 r1 7 0
16 1699589383 s1 r1 418 0
17 1699589384 s1 r1 1047026 0
18 1699589385 s1 r1 89753408 0
19 1699589386 s1 r1 583639 0
1 1699586938 s1 r1 909 0 195895456
2 1699586939 s1 r1 6951 0 195895456
3 1699586940 s1 r1 38124 0 0
0 1699586937 s1 r1 21621038 0 0
6 1699586943 s1 r1 4 0 0
